ID,BARRIO,DISTRITO,ESTADO,LATITUD,LONGITUD,COD_POSTAL,FECHA_INSTALACION,coordenadasGPS,capacidadMax,cantidadJuegosPorTipo,estadoGlobalArea
3568711,LA PAZ,FUENCARRAL - EL PARDO,OPERATIVO,40.48188796,-3.70085781,28029,2017-03-08,"[-3.70085781, 40.48188796]",9,"{'deportivas': 0, 'mayores': 0, 'infantiles': 0}",BUENO
3569210,MIRASIERRA,FUENCARRAL - EL PARDO,OPERATIVO,40.49243631,-3.72574853,28049,2017-10-09,"[-3.72574853, 40.49243631]",19,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
3573005,VALDEBERNARDO,VICALVARO,OPERATIVO,40.40177615,-3.62495141,28032,2013-10-20,"[-3.62495141, 40.40177615]",19,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",BUENO
3573016,VALDEBERNARDO,VICALVARO,OPERATIVO,40.3942659,-3.61816268,28031,2013-10-20,"[-3.61816268, 40.3942659]",19,"{'deportivas': 9, 'mayores': 0, 'infantiles': 0}",BUENO
3573208,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36446486,-3.59576667,28051,2013-10-20,"[-3.59576667, 40.36446486]",12,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
3573331,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.37878646,-3.60252257,28031,2013-10-23,"[-3.60252257, 40.37878646]",6,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",BUENO
3573333,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37222835,-3.62465361,28031,2013-10-20,"[-3.62465361, 40.37222835]",5,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",BUENO
3573466,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37442638,-3.63393894,28031,2013-10-20,"[-3.63393894, 40.37442638]",13,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
4792795,VALDEBERNARDO,VICALVARO,OPERATIVO,40.39986388,-3.6259501,28032,2017-12-20,"[-3.6259501, 40.39986388]",18,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
4792812,CASCO HISTORICO DE VICALVARO,VICALVARO,OPERATIVO,40.40804785,-3.5914992,28032,2017-12-18,"[-3.5914992, 40.40804785]",16,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",BUENO
4795141,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.38762311,-3.63512279,28038,2017-06-08,"[-3.63512279, 40.38762311]",15,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",BUENO
4986445,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34575667,-3.69118256,28021,2018-11-30,"[-3.69118256, 40.34575667]",13,"{'deportivas': 10, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
4988362,PROSPERIDAD,CHAMARTIN,OPERATIVO,40.44120593,-3.66969137,28002,2018-12-20,"[-3.66969137, 40.44120593]",5,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",BUENO
3568708,ARAVACA,MONCLOA - ARAVACA,OPERATIVO,40.45313183,-3.78699707,28023,2006-01-25,"[-3.78699707, 40.45313183]",13,"{'deportivas': 16, 'mayores': 2, 'infantiles': 1}",BUENO
3568959,GUINDALERA,SALAMANCA,OPERATIVO,40.44189594,-3.66015134,28028,2017-06-01,"[-3.66015134, 40.44189594]",11,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
3569421,CUATRO CAMINOS,TETUAN,OPERATIVO,40.45294029,-3.69820349,28020,2004-01-01,"[-3.69820349, 40.45294029]",13,"{'deportivas': 7, 'mayores': 4, 'infantiles': 17}",SUFICIENTE
3573015,CASCO HISTORICO DE VICALVARO,VICALVARO,OPERATIVO,40.40983987,-3.59821817,28032,2013-10-23,"[-3.59821817, 40.40983987]",12,"{'deportivas': 9, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
3573050,SAN ISIDRO,CARABANCHEL,OPERATIVO,40.39202662,-3.72744201,28019,2017-09-14,"[-3.72744201, 40.39202662]",19,"{'deportivas': 10, 'mayores': 0, 'infantiles': 4}",BUENO
3573330,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38133003,-3.60905366,28031,2013-10-23,"[-3.60905366, 40.38133003]",12,"{'deportivas': 14, 'mayores': 0, 'infantiles': 0}",INSUFICIENTE
3573332,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.37761997,-3.60536757,28031,2013-10-23,"[-3.60536757, 40.37761997]",12,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",BUENO
3573350,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.3728528,-3.62407526,28031,2013-10-20,"[-3.62407526, 40.3728528]",18,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
4792788,VALDEBERNARDO,VICALVARO,OPERATIVO,40.40004013,-3.61820713,28032,2017-07-12,"[-3.61820713, 40.40004013]",11,"{'deportivas': 6, 'mayores': 0, 'infantiles': 4}",BUENO
4792806,CASCO HISTORICO DE VICALVARO,VICALVARO,OPERATIVO,40.41155872,-3.61670266,28032,2017-12-12,"[-3.61670266, 40.41155872]",8,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
4794560,CUATRO CAMINOS,TETUAN,OPERATIVO,40.44909965,-3.69331167,28046,2018-06-18,"[-3.69331167, 40.44909965]",16,"{'deportivas': 8, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
4985933,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36676172,-3.63149569,28031,2018-06-01,"[-3.63149569, 40.36676172]",16,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",BUENO
4988302,EL CAÑAVERAL,VICALVARO,OPERATIVO,40.40528704,-3.56469903,28052,2018-12-20,"[-3.56469903, 40.40528704]",15,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",BUENO
3740686,PROSPERIDAD,CHAMARTIN,OPERATIVO,40.45222129,-3.66450074,28002,2017-12-01,"[-3.66450074, 40.45222129]",6,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
3971913,ALMENDRALES,USERA,OPERATIVO,40.38223204,-3.69435226,28026,2016-02-08,"[-3.69435226, 40.38223204]",10,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
451353,LA PAZ,FUENCARRAL - EL PARDO,OPERATIVO,40.47983973,-3.6951067,28029,2015-01-12,"[-3.6951067, 40.47983973]",14,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
451521,ALUCHE,LATINA,OPERATIVO,40.3990344,-3.7626298,28011,2004-01-01,"[-3.7626298, 40.3990344]",21,"{'deportivas': 11, 'mayores': 0, 'infantiles': 0}",BUENO
451542,LUCERO,LATINA,OPERATIVO,40.39813007,-3.7487286,28047,2021-06-05,"[-3.7487286, 40.39813007]",15,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5195385,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,VILLAVERDE,OPERATIVO,40.34811041,-3.71581362,28021,2019-09-25,"[-3.71581362, 40.34811041]",15,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52042,LEGAZPI,ARGANZUELA,OPERATIVO,40.38626357,-3.68406303,28045,2021-04-05,"[-3.68406303, 40.38626357]",20,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",BUENO
5209117,CAMPAMENTO,LATINA,OPERATIVO,40.39468281,-3.77448864,28024,2019-08-11,"[-3.77448864, 40.39468281]",6,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",BUENO
52109,SAN ISIDRO,CARABANCHEL,OPERATIVO,40.3989694,-3.72833983,28019,2021-05-31,"[-3.72833983, 40.3989694]",32,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52111,VISTA ALEGRE,CARABANCHEL,OPERATIVO,40.38278529,-3.75020059,28047,2021-05-06,"[-3.75020059, 40.38278529]",11,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
52122,ORCASITAS,USERA,OPERATIVO,40.36722311,-3.71767252,28041,2013-08-01,"[-3.71767252, 40.36722311]",18,"{'deportivas': 4, 'mayores': 0, 'infantiles': 1}",SUFICIENTE
5224222,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,VILLAVERDE,OPERATIVO,40.33357705,-3.69900034,28021,2019-12-18,"[-3.69900034, 40.33357705]",8,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",BUENO
5653716,LOS JERONIMOS,RETIRO,OPERATIVO,40.41435515,-3.68272925,28014,2014-11-03,"[-3.68272925, 40.41435515]",6,"{'deportivas': 1, 'mayores': 11, 'infantiles': 29}",BUENO
5653737,LOS JERONIMOS,RETIRO,OPERATIVO,40.41077938,-3.6829725,28014,2014-05-11,"[-3.6829725, 40.41077938]",25,"{'deportivas': 18, 'mayores': 0, 'infantiles': 0}",BUENO
5653825,FUENTE DEL BERRO,SALAMANCA,OPERATIVO,40.42305296,-3.65986694,28028,2014-10-29,"[-3.65986694, 40.42305296]",9,"{'deportivas': 1, 'mayores': 2, 'infantiles': 8}",INSUFICIENTE
5653881,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45742112,-3.71705611,28040,2009-12-29,"[-3.71705611, 40.45742112]",7,"{'deportivas': 2, 'mayores': 0, 'infantiles': 10}",BUENO
5653896,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45910227,-3.72067395,28040,2009-12-29,"[-3.72067395, 40.45910227]",11,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653901,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45696344,-3.71684391,28040,2009-12-29,"[-3.71684391, 40.45696344]",4,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",BUENO
5653905,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45387507,-3.71849777,28040,2009-12-29,"[-3.71849777, 40.45387507]",8,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653909,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.4548847,-3.71980167,28040,2015-02-25,"[-3.71980167, 40.4548847]",7,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5653924,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45473251,-3.72189076,28040,2009-12-29,"[-3.72189076, 40.45473251]",9,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653942,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45430254,-3.72323595,28040,2009-12-29,"[-3.72323595, 40.45430254]",6,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653960,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45403908,-3.72413578,28040,2009-12-29,"[-3.72413578, 40.45403908]",5,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",BUENO
5653965,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45406019,-3.72449645,28040,2015-02-25,"[-3.72449645, 40.45406019]",7,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5653971,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45539219,-3.72340043,28040,2015-02-25,"[-3.72340043, 40.45539219]",8,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653995,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45594333,-3.72334034,28040,2009-12-29,"[-3.72334034, 40.45594333]",9,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5654012,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.4568024,-3.72422988,28040,2009-12-29,"[-3.72422988, 40.4568024]",8,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654016,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45735373,-3.72350846,28040,2015-02-25,"[-3.72350846, 40.45735373]",4,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654025,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45868404,-3.72418177,28040,2009-12-29,"[-3.72418177, 40.45868404]",6,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654045,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45900826,-3.72552727,28040,2015-02-25,"[-3.72552727, 40.45900826]",3,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5654053,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45949268,-3.7256782,28040,2009-12-29,"[-3.7256782, 40.45949268]",3,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654057,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45995187,-3.72426538,28040,2009-12-29,"[-3.72426538, 40.45995187]",7,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
4990656,GUINDALERA,SALAMANCA,OPERATIVO,40.44035927,-3.66010364,28028,2019-01-14,"[-3.66010364, 40.44035927]",17,"{'deportivas': 15, 'mayores': 0, 'infantiles': 0}",BUENO
3963526,BUTARQUE,VILLAVERDE,OPERATIVO,40.34971742,-3.67568386,28021,2013-12-18,"[-3.67568386, 40.34971742]",20,"{'deportivas': 8, 'mayores': 0, 'infantiles': 0}",BUENO
451351,LA PAZ,FUENCARRAL - EL PARDO,OPERATIVO,40.48015191,-3.69229691,28029,2014-01-12,"[-3.69229691, 40.48015191]",12,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
451442,AGUILAS,LATINA,OPERATIVO,40.37709464,-3.76130634,28044,2004-01-01,"[-3.76130634, 40.37709464]",8,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
451531,LOS CARMENES,LATINA,OPERATIVO,40.40457098,-3.72882185,28011,2004-01-01,"[-3.72882185, 40.40457098]",10,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
451569,LOS CARMENES,LATINA,OPERATIVO,40.39978692,-3.73783911,28047,2004-01-01,"[-3.73783911, 40.39978692]",4,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",BUENO
5197210,GAZTAMBIDE,CHAMBERI,OPERATIVO,40.43312983,-3.71198727,28015,2019-09-09,"[-3.71198727, 40.43312983]",9,"{'deportivas': 0, 'mayores': 4, 'infantiles': 0}",BUENO
52070,VALDEACEDERAS,TETUAN,OPERATIVO,40.46581015,-3.70997645,28039,2006-02-22,"[-3.70997645, 40.46581015]",20,"{'deportivas': 0, 'mayores': 0, 'infantiles': 0}",BUENO
52108,ABRANTES,CARABANCHEL,OPERATIVO,40.37565929,-3.72039199,28021,2021-04-30,"[-3.72039199, 40.37565929]",40,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52110,BUENAVISTA,CARABANCHEL,OPERATIVO,40.37117422,-3.73318568,28054,2021-06-05,"[-3.73318568, 40.37117422]",22,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52121,PRADOLONGO,USERA,OPERATIVO,40.37225314,-3.70522945,28041,2013-08-01,"[-3.70522945, 40.37225314]",18,"{'deportivas': 13, 'mayores': 0, 'infantiles': 0}",BUENO
52123,ORCASITAS,USERA,OPERATIVO,40.36681583,-3.70818401,28041,2013-08-01,"[-3.70818401, 40.36681583]",15,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5246180,CASA DE CAMPO,MONCLOA - ARAVACA,OPERATIVO,40.41242511,-3.7565148,28011,2023-10-16,"[-3.7565148, 40.41242511]",12,"{'deportivas': 10, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
5653727,LOS JERONIMOS,RETIRO,OPERATIVO,40.40983413,-3.68604549,28014,2014-03-11,"[-3.68604549, 40.40983413]",8,"{'deportivas': 5, 'mayores': 0, 'infantiles': 3}",BUENO
5653806,EL SALVADOR,SAN BLAS - CANILLEJAS,OPERATIVO,40.44404552,-3.6272067,28027,2015-07-24,"[-3.6272067, 40.44404552]",16,"{'deportivas': 9, 'mayores': 10, 'infantiles': 0}",BUENO
5056315,ZOFIO,USERA,OPERATIVO,40.37829352,-3.71848077,28021,2019-03-22,"[-3.71848077, 40.37829352]",22,"{'deportivas': 11, 'mayores': 0, 'infantiles': 0}",BUENO
5175231,VALVERDE,FUENCARRAL - EL PARDO,OPERATIVO,40.48363797,-3.68520443,28034,2019-07-18,"[-3.68520443, 40.48363797]",11,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52131,ENTREVIAS,PUENTE DE VALLECAS,OPERATIVO,40.37814925,-3.66338721,28053,2013-08-01,"[-3.66338721, 40.37814925]",17,"{'deportivas': 9, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52138,MARROQUINA,MORATALAZ,OPERATIVO,40.41086925,-3.64001076,28030,2013-08-01,"[-3.64001076, 40.41086925]",14,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
52141,PAVONES,MORATALAZ,OPERATIVO,40.40377383,-3.62625867,28030,2013-08-01,"[-3.62625867, 40.40377383]",11,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5219515,ARAPILES,CHAMBERI,OPERATIVO,40.43351633,-3.71062337,28015,2019-11-28,"[-3.71062337, 40.43351633]",9,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",BUENO
5220798,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36796333,-3.59270868,28051,2020-01-13,"[-3.59270868, 40.36796333]",15,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
52212,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34545165,-3.69093642,28021,2004-01-01,"[-3.69093642, 40.34545165]",14,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
52214,ANGELES,VILLAVERDE,OPERATIVO,40.35350134,-3.70487885,28041,2015-04-14,"[-3.70487885, 40.35350134]",8,"{'deportivas': 2, 'mayores': 0, 'infantiles': 0}",BUENO
5261893,HISPANOAMERICA,CHAMARTIN,OPERATIVO,40.45458902,-3.67295895,28016,2020-03-02,"[-3.67295895, 40.45458902]",21,"{'deportivas': 13, 'mayores': 0, 'infantiles': 0}",BUENO
5800211,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37710532,-3.62676807,28031,2020-02-21,"[-3.62676807, 40.37710532]",10,"{'deportivas': 4, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
7021646,MARROQUINA,MORATALAZ,OPERATIVO,40.41053426,-3.63291271,28030,2020-05-19,"[-3.63291271, 40.41053426]",17,"{'deportivas': 7, 'mayores': 0, 'infantiles': 8}",BUENO
7125254,VALVERDE,FUENCARRAL - EL PARDO,OPERATIVO,40.49236987,-3.68756716,28034,2020-06-01,"[-3.68756716, 40.49236987]",4,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
7126156,VALDEBERNARDO,VICALVARO,OPERATIVO,40.40168808,-3.62531085,28032,2020-06-30,"[-3.62531085, 40.40168808]",7,"{'deportivas': 6, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5653877,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.46107752,-3.71967055,28040,2009-12-29,"[-3.71967055, 40.46107752]",8,"{'deportivas': 0, 'mayores': 1, 'infantiles': 3}",SUFICIENTE
5653890,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.46003645,-3.72032471,28040,2009-12-29,"[-3.72032471, 40.46003645]",11,"{'deportivas': 1, 'mayores': 6, 'infantiles': 2}",BUENO
5653899,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.46069821,-3.7204238,28040,2009-12-29,"[-3.7204238, 40.46069821]",12,"{'deportivas': 2, 'mayores': 4, 'infantiles': 0}",SUFICIENTE
5653903,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45434736,-3.71827191,28040,2009-12-29,"[-3.71827191, 40.45434736]",6,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653907,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45481619,-3.71978738,28040,2015-02-25,"[-3.71978738, 40.45481619]",9,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653914,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45511758,-3.72089676,28040,2009-12-29,"[-3.72089676, 40.45511758]",7,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",INSUFICIENTE
5653933,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45427476,-3.72264918,28040,2023-10-25,"[-3.72264918, 40.45427476]",6,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653950,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45404201,-3.72366878,28040,2009-12-29,"[-3.72366878, 40.45404201]",7,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5653963,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45400001,-3.72444958,28040,2015-02-25,"[-3.72444958, 40.45400001]",6,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653967,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45441309,-3.72447116,28040,2009-12-29,"[-3.72447116, 40.45441309]",5,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5653984,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.4554463,-3.72336302,28040,2009-12-29,"[-3.72336302, 40.4554463]",3,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5654006,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45636692,-3.72385663,28040,2009-12-29,"[-3.72385663, 40.45636692]",10,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654014,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45722074,-3.72372001,28040,2015-02-25,"[-3.72372001, 40.45722074]",11,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654018,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45816747,-3.72313918,28040,2009-12-29,"[-3.72313918, 40.45816747]",11,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654037,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45886653,-3.72503901,28040,2009-12-29,"[-3.72503901, 40.45886653]",2,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
5654051,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45916409,-3.72565095,28040,2015-02-25,"[-3.72565095, 40.45916409]",8,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
5654055,CIUDAD UNIVERSITARIA,MONCLOA - ARAVACA,OPERATIVO,40.45989276,-3.72524194,28040,2009-12-29,"[-3.72524194, 40.45989276]",4,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",BUENO
7127774,VALDEACEDERAS,TETUAN,OPERATIVO,40.46662604,-3.71007292,28039,2020-11-06,"[-3.71007292, 40.46662604]",6,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",BUENO
7144128,CASCO HISTORICO DE VICALVARO,VICALVARO,OPERATIVO,40.41178224,-3.61648218,28032,2020-09-17,"[-3.61648218, 40.41178224]",22,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",BUENO
7144369,VALDEBERNARDO,VICALVARO,OPERATIVO,40.39516201,-3.626787,28032,2020-09-17,"[-3.626787, 40.39516201]",19,"{'deportivas': 7, 'mayores': 0, 'infantiles': 0}",INSUFICIENTE
7162545,UNIVERSIDAD,CENTRO,OPERATIVO,40.4209291,-3.70490012,28004,2019-02-13,"[-3.70490012, 40.4209291]",8,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",BUENO
7248141,ANGELES,VILLAVERDE,OPERATIVO,40.35016863,-3.69429626,28021,2020-11-17,"[-3.69429626, 40.35016863]",13,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
7356676,BUENAVISTA,CARABANCHEL,OPERATIVO,40.37173107,-3.75313619,28044,2020-12-01,"[-3.75313619, 40.37173107]",4,"{'deportivas': 1, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
7761231,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,VILLAVERDE,OPERATIVO,40.34207749,-3.70382579,28021,2021-02-22,"[-3.70382579, 40.34207749]",17,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
7802438,MOSCARDO,USERA,OPERATIVO,40.39268103,-3.70600527,28026,2021-02-22,"[-3.70600527, 40.39268103]",10,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
7802522,BUENAVISTA,CARABANCHEL,OPERATIVO,40.37000805,-3.73933265,28054,2024-01-01,"[-3.73933265, 40.37000805]",14,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
7837848,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.3993174,-3.64919782,28038,2021-03-22,"[-3.64919782, 40.3993174]",10,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
7839105,VALVERDE,FUENCARRAL - EL PARDO,OPERATIVO,40.51007898,-3.67312124,28050,2021-03-24,"[-3.67312124, 40.51007898]",14,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",BUENO
7840483,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37536393,-3.63071477,28031,2021-03-25,"[-3.63071477, 40.37536393]",14,"{'deportivas': 10, 'mayores': 0, 'infantiles': 0}",BUENO
7853205,VALDEMARIN,MONCLOA - ARAVACA,OPERATIVO,40.46689298,-3.78736965,28023,2021-03-29,"[-3.78736965, 40.46689298]",12,"{'deportivas': 5, 'mayores': 0, 'infantiles': 0}",INSUFICIENTE
7861611,PRADOLONGO,USERA,OPERATIVO,40.37890062,-3.70069029,28026,2021-04-16,"[-3.70069029, 40.37890062]",15,"{'deportivas': 3, 'mayores': 0, 'infantiles': 0}",BUENO
7872643,ESTRELLA,RETIRO,OPERATIVO,40.41647838,-3.66095612,28007,2021-04-30,"[-3.66095612, 40.41647838]",17,"{'deportivas': 11, 'mayores': 2, 'infantiles': 0}",BUENO
7887312,HISPANOAMERICA,CHAMARTIN,OPERATIVO,40.45587381,-3.67300149,28016,2021-05-10,"[-3.67300149, 40.45587381]",22,"{'deportivas': 10, 'mayores': 3, 'infantiles': 0}",BUENO
7896349,AGUILAS,LATINA,OPERATIVO,40.37639694,-3.77144531,28044,2021-05-20,"[-3.77144531, 40.37639694]",13,"{'deportivas': 6, 'mayores': 1, 'infantiles': 0}",SUFICIENTE
