ID,ESTADO,FECHA_INSTALACION,MODELO,tipo_juego,ACCESIBLE,indicadorExposicion,ultimaFechaMantenimiento,desgasteAcumulado,AreaRecreativaID
9536972,OPERATIVO,2024-01-31,Varios Juegos en CDE,deportivas,Desconocido,alto,Ausente,3300,9536964
9536966,OPERATIVO,2024-01-31,Varios Juegos en CDE,deportivas,Desconocido,medio,2024-03-23,500,9536964
9536965,OPERATIVO,2024-01-31,Varios Juegos en CDE,deportivas,Desconocido,bajo,2024-07-06,1300,9536964
9535131,OPERATIVO,2023-09-15,Barras paralelas en CDE,deportivas,False,bajo,2023-10-27,0,9503906
9535128,OPERATIVO,2023-01-09,Multiejercicio en CDE,deportivas,False,bajo,2024-02-05,1200,9503906
9535127,OPERATIVO,2023-09-15,Banco de abdominales en CDE,deportivas,False,bajo,2023-11-20,100,9503906
9494201,OPERATIVO,2024-03-19,Varios Juegos en CDE,deportivas,Desconocido,bajo,2024-05-26,1000,9494172
9493030,OPERATIVO,2024-07-03,Banco de abdominales en CDE,deportivas,False,alto,2024-09-25,2300,9492997
9493021,OPERATIVO,2024-03-07,Varios Juegos en CDE,deportivas,False,alto,Ausente,2100,9492997
9492867,OPERATIVO,2024-04-04,Varios Juegos en CDE,deportivas,False,bajo,Ausente,1500,5175231
9492624,OPERATIVO,2024-02-14,Banco de abdominales en CDE,deportivas,True,medio,2024-01-15,1400,9403205
9438562,OPERATIVO,2024-03-26,Barra defFlexiones en CDE,deportivas,False,alto,Ausente,300,9438374
9438560,OPERATIVO,2024-03-26,Varios Juegos en CDE,deportivas,False,alto,Ausente,900,9438374
9438380,OPERATIVO,2024-03-26,Varios Juegos en CDE,deportivas,False,alto,Ausente,2700,9438374
9438367,OPERATIVO,2024-03-26,Varios Juegos en CDE,deportivas,False,medio,Ausente,2200,9438309
9438316,OPERATIVO,2024-03-26,Varios Juegos en CDE,deportivas,False,medio,Ausente,2000,9438309
9407936,OPERATIVO,2023-08-01,Varios Juegos en CDE,deportivas,True,medio,Ausente,800,17567
9407914,OPERATIVO,2023-08-01,Varios Juegos en CDE,deportivas,True,medio,2024-10-05,0,17567
9407910,OPERATIVO,2023-08-01,Varios Juegos en CDE,deportivas,True,medio,Ausente,1800,17567
9407821,OPERATIVO,2017-12-22,Varios Juegos en CDE,deportivas,False,alto,2024-02-07,4400,4730869
9407759,OPERATIVO,2023-01-08,Varios Juegos en CDE,deportivas,False,medio,2024-04-24,500,17493
9407627,OPERATIVO,2023-08-01,Varios Juegos en CDE,deportivas,False,medio,2024-05-19,1400,4730869
9398114,OPERATIVO,2004-12-17,Escalera Horizontal en CDE,deportivas,True,alto,Ausente,900,17359
9397138,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,False,medio,2024-05-29,900,9397076
9397137,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,False,medio,2024-01-17,2900,9397076
9397134,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,False,alto,Ausente,2400,9397076
9397131,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,False,alto,2024-04-12,2600,9397076
9397078,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,False,bajo,2024-09-29,400,9397076
9397071,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,True,medio,2024-04-06,100,9397047
9397070,OPERATIVO,2023-11-28,Varios Juegos en CDE,deportivas,True,alto,2024-08-27,3200,9397047
9396700,OPERATIVO,2023-09-15,Varios Juegos en CDE,deportivas,True,alto,2024-05-17,2100,9396658
9396660,OPERATIVO,2023-09-15,Varios Juegos en CDE,deportivas,True,medio,2024-08-03,2200,9396658
9393810,OPERATIVO,2023-03-11,Varios Juegos en CDE,deportivas,False,alto,2024-05-28,3800,18602
9392926,OPERATIVO,2023-03-11,Varios Juegos en CDE,deportivas,False,alto,2024-09-14,2200,18602
9392924,OPERATIVO,2023-11-03,Varios Juegos en CDE,deportivas,False,alto,2023-10-18,1700,18602
9392921,OPERATIVO,2023-11-03,Varios Juegos en CDE,deportivas,False,bajo,2024-09-01,0,18602
9392500,OPERATIVO,2023-12-18,Barras paralelas en CDE,deportivas,True,alto,Ausente,4500,9391954
9392487,OPERATIVO,2023-12-18,Banco de abdominales en CDE,deportivas,True,alto,2024-02-29,4400,9391954
9392199,OPERATIVO,2023-12-18,Barra de estiramientos en CDE,deportivas,True,alto,2023-12-31,2600,9391954
9389731,OPERATIVO,2023-08-09,Varios Juegos en CDE,deportivas,True,bajo,2024-06-09,100,18505
9389678,OPERATIVO,2023-09-08,Varios Juegos en CDE,deportivas,False,alto,2024-08-01,1700,9348753
9389675,OPERATIVO,2023-08-09,Varios Juegos en CDE,deportivas,False,alto,Ausente,900,9348753
9389622,OPERATIVO,2023-09-08,Varios Juegos en CDE,deportivas,False,bajo,2024-06-27,200,9348753
9383249,OPERATIVO,2022-11-28,Barras paralelas en CDE,deportivas,False,medio,2023-08-11,2500,9348753
9295465,OPERATIVO,2023-06-23,Barras paralelas en CDE,deportivas,False,bajo,2024-07-25,-100,9295425
9295454,OPERATIVO,2023-06-23,Banco de abdominales en CDE,deportivas,False,bajo,2024-02-04,1100,9295425
9295451,OPERATIVO,2023-06-23,Multiejercicio en CDE,deportivas,False,bajo,2024-01-27,600,9295425
9295430,OPERATIVO,2023-06-23,Barras paralelas en CDE,deportivas,False,bajo,2024-06-26,1000,9295425
9295385,OPERATIVO,2023-07-03,Varios Juegos en CDE,deportivas,False,alto,Ausente,2100,17850
9295378,OPERATIVO,2023-07-03,Varios Juegos en CDE,deportivas,False,alto,2023-12-17,1400,17850
9295340,OPERATIVO,2023-07-03,Varios Juegos en CDE,deportivas,False,bajo,Ausente,600,17846
9295061,OPERATIVO,2023-07-26,Varios Juegos en CDE,deportivas,True,alto,Ausente,300,16915
9536975,OPERATIVO,2024-01-31,Varios Juegos en CDE,deportivas,Desconocido,alto,2024-09-25,2200,9536964
9536969,OPERATIVO,2024-01-31,Varios Juegos en CDE,deportivas,Desconocido,medio,Ausente,3000,9536964
9497654,OPERATIVO,2024-04-04,Varios Juegos en CDE,deportivas,False,alto,2024-10-09,1000,5178801
9494208,OPERATIVO,2024-03-19,Varios Juegos en CDE,deportivas,Desconocido,bajo,2023-12-21,1300,9494172
9494204,OPERATIVO,2024-03-19,Barra defFlexiones en CDE,deportivas,Desconocido,alto,Ausente,1200,9494172
9494202,OPERATIVO,2024-03-19,Varios Juegos en CDE,deportivas,Desconocido,medio,Ausente,1200,9494172
9493044,OPERATIVO,2024-07-03,Varios Juegos en CDE,deportivas,False,medio,Ausente,1400,9492997
9493027,OPERATIVO,2024-03-07,Varios Juegos en CDE,deportivas,False,bajo,Ausente,700,9492997
9493024,OPERATIVO,2024-07-03,Varios Juegos en CDE,deportivas,False,bajo,2024-01-24,400,9492997
9493000,OPERATIVO,2024-07-03,Varios Juegos en CDE,deportivas,False,bajo,Ausente,100,9492997
9492873,OPERATIVO,2024-03-07,Multiejercicio en CDE,deportivas,False,bajo,2024-08-03,400,9492866
9492617,OPERATIVO,2024-02-14,Multiejercicio en CDE,deportivas,True,alto,2024-01-02,3200,9492616
9438570,OPERATIVO,2024-03-26,Barras paralelas en CDE,deportivas,False,bajo,2024-03-31,0,9438374
9294651,OPERATIVO,2023-07-21,Escalera Horizontal en CDE,deportivas,True,alto,2024-06-15,1700,5241168
9294649,OPERATIVO,2023-07-21,Banco de abdominales en CDE,deportivas,True,bajo,2024-04-01,1100,5241168
9294596,OPERATIVO,2023-07-21,Barra defFlexiones en CDE,deportivas,True,medio,2024-07-11,-100,5241168
9294593,OPERATIVO,2023-07-21,Barra de estiramientos en CDE,deportivas,True,alto,2024-06-23,3100,5241168
9294589,OPERATIVO,2023-07-21,Barras paralelas en CDE,deportivas,True,alto,2023-12-02,800,5241168
9294510,OPERATIVO,2023-07-31,Barras paralelas en CDE,deportivas,True,alto,Ausente,2700,9294501
9294508,OPERATIVO,2023-07-31,Escalera Horizontal en CDE,deportivas,True,alto,2024-06-11,1200,9294501
9294505,OPERATIVO,2023-07-31,Banco de abdominales en CDE,deportivas,True,bajo,2023-12-16,600,9294501
9294503,OPERATIVO,2023-07-31,Multiejercicio en CDE,deportivas,True,bajo,Ausente,1000,9294501
9294063,OPERATIVO,2023-01-08,Multiejercicio en CDE,deportivas,False,bajo,2023-10-26,500,9294001
9294002,OPERATIVO,2023-08-01,Barra defFlexiones en CDE,deportivas,False,bajo,Ausente,1500,9294001
9293992,OPERATIVO,2023-01-08,Varios Juegos en CDE,deportivas,False,bajo,2024-06-02,0,9293991
9292103,OPERATIVO,2023-07-21,Varios Juegos en CDE,deportivas,True,alto,2024-09-20,3200,9292077
9292100,OPERATIVO,2023-07-21,Barras paralelas en CDE,deportivas,True,alto,Ausente,3900,9292077
9277920,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,bajo,2024-05-11,-100,9277882
9277913,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,medio,2024-09-04,2800,9277882
9277910,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,bajo,Ausente,300,9277882
9277908,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,medio,2024-10-02,2300,9277882
9277906,OPERATIVO,2023-06-28,Barras paralelas en CDE,deportivas,Desconocido,medio,2024-08-25,2300,9277882
9277894,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,bajo,Ausente,300,9277882
9277885,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,alto,2024-08-21,2000,9277882
9277883,OPERATIVO,2023-06-28,Varios Juegos en CDE,deportivas,Desconocido,medio,2024-06-21,1700,9277882
9277728,OPERATIVO,2023-06-29,Varios Juegos en CDE,deportivas,True,bajo,Ausente,500,17333
9277669,OPERATIVO,2023-06-29,Varios Juegos en CDE,deportivas,True,alto,2024-01-06,2000,17333
9277662,OPERATIVO,2004-12-14,Varios Juegos en CDE,deportivas,True,bajo,Ausente,200,17333
9273134,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,False,medio,Ausente,200,17921
9273132,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,False,alto,Ausente,4200,17921
9273128,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,False,medio,Ausente,2400,17921
9273126,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,False,medio,2024-04-08,300,17921
9273122,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,False,alto,Ausente,1200,17921
9273112,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,True,bajo,Ausente,1200,17916
9273103,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,True,alto,Ausente,4200,17916
9273073,OPERATIVO,2002-01-01,Varios Juegos en CDE,deportivas,True,bajo,2024-05-10,400,17916
9273006,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,True,medio,Ausente,1400,17916
9272957,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,True,medio,Ausente,200,17916
9272935,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,True,medio,2024-06-27,1500,17916
9272931,OPERATIVO,2023-05-26,Varios Juegos en CDE,deportivas,True,medio,2024-07-04,2500,17916
9271975,OPERATIVO,2023-06-22,Varios Juegos en CDE,deportivas,Desconocido,bajo,Ausente,1300,9271963
9271964,OPERATIVO,2023-06-22,Varios Juegos en CDE,deportivas,Desconocido,medio,2024-05-21,2600,9271963
9269409,OPERATIVO,2023-09-06,Barras paralelas en CDE,deportivas,False,medio,2024-10-07,2500,9269361
9263818,OPERATIVO,2022-12-16,Multiejercicio en CDE,deportivas,True,bajo,2024-08-06,500,9263613
9263813,OPERATIVO,2022-12-16,Varios Juegos en CDE,deportivas,True,alto,2024-04-12,800,9263613
9263750,OPERATIVO,2022-12-16,Barras paralelas en CDE,deportivas,True,bajo,2024-06-21,600,9263613
9262024,OPERATIVO,2023-05-17,Varios Juegos en CDE,deportivas,False,bajo,2024-07-08,1100,9261936
9261942,OPERATIVO,2023-05-17,Varios Juegos en CDE,deportivas,False,bajo,2024-05-08,700,9261936
9261334,OPERATIVO,2023-06-09,Varios Juegos en CDE,deportivas,False,bajo,Ausente,600,9259976
9259977,OPERATIVO,2023-06-09,Multiejercicio en CDE,deportivas,False,alto,2024-07-15,3800,9259976
9244009,OPERATIVO,2022-08-18,Barra de equilibrio en CDE,deportivas,True,medio,2023-10-18,1700,9243145
9243912,OPERATIVO,2022-08-18,Barras paralelas en CDE,deportivas,True,alto,2023-11-26,3100,9243145
9243127,OPERATIVO,2022-08-19,Varios Juegos en CDE,deportivas,False,alto,2024-08-19,900,9237483
9243111,OPERATIVO,2022-08-19,Barras paralelas en CDE,deportivas,False,alto,2023-10-21,1700,9237483
9237534,OPERATIVO,2022-08-19,Varios Juegos en CDE,deportivas,False,bajo,Ausente,500,9237483
9237520,OPERATIVO,2022-08-19,Varios Juegos en CDE,deportivas,False,medio,2024-10-13,1900,9237483
9237509,OPERATIVO,2022-08-19,Varios Juegos en CDE,deportivas,False,bajo,Ausente,1000,9237483
9237161,OPERATIVO,2023-03-31,Barras paralelas en CDE,deportivas,False,bajo,2024-05-10,0,9237040
9237152,OPERATIVO,2023-03-31,Banco de abdominales en CDE,deportivas,False,bajo,2024-02-28,800,9237040
9237079,OPERATIVO,2023-03-31,Varios Juegos en CDE,deportivas,False,bajo,Ausente,200,9237040
9237071,OPERATIVO,2023-03-31,Varios Juegos en CDE,deportivas,False,alto,2024-06-30,2000,9237040
9237062,OPERATIVO,2023-03-31,Varios Juegos en CDE,deportivas,False,alto,2024-09-16,1900,9237040
9235230,OPERATIVO,2023-03-08,Banco de abdominales en CDE,deportivas,Desconocido,alto,2024-04-02,3800,9235167
9235224,OPERATIVO,2023-03-08,Barras paralelas en CDE,deportivas,Desconocido,alto,2024-05-21,4100,9235167
9235197,OPERATIVO,2023-08-03,Varios Juegos en CDE,deportivas,Desconocido,alto,2023-11-16,200,9235167
9233754,OPERATIVO,2023-03-29,Varios Juegos en CDE,deportivas,True,medio,2024-08-11,700,16895
9233644,OPERATIVO,2023-03-29,Varios Juegos en CDE,deportivas,True,medio,2023-12-08,700,16895
9233516,OPERATIVO,2007-02-12,Varios Juegos en CDE,deportivas,True,alto,Ausente,3900,16895
9225800,OPERATIVO,2023-03-29,Varios Juegos en CDE,deportivas,False,alto,Ausente,900,17126
9225796,OPERATIVO,2023-03-29,Varios Juegos en CDE,deportivas,False,bajo,2024-03-04,500,17126
9225789,OPERATIVO,2023-04-17,Varios Juegos en CDE,deportivas,Desconocido,bajo,2023-12-04,400,18640
9225780,OPERATIVO,2023-03-29,Varios Juegos en CDE,deportivas,False,medio,2024-09-21,2400,17126
9220321,OPERATIVO,2022-11-28,Varios Juegos en CDE,deportivas,False,alto,2024-07-28,1600,9348753
9220320,OPERATIVO,2022-11-28,Varios Juegos en CDE,deportivas,False,bajo,2023-11-25,1000,9348753
9220318,OPERATIVO,2022-11-28,Banco de abdominales en CDE,deportivas,False,bajo,2024-05-15,1000,9348753
9220257,OPERATIVO,2022-11-28,Varios Juegos en CDE,deportivas,False,alto,Ausente,2700,9348753
9220252,OPERATIVO,2023-08-09,Banco de abdominales en CDE,deportivas,False,alto,2024-04-01,2300,9348753
9220148,OPERATIVO,2022-11-28,Varios Juegos en CDE,deportivas,False,alto,Ausente,900,9348753
9220147,OPERATIVO,2022-11-28,Varios Juegos en CDE,deportivas,False,alto,2024-08-12,1000,9348753
9196035,OPERATIVO,2022-10-21,Varios Juegos en CDE,deportivas,False,alto,2024-04-22,500,16668
9195505,OPERATIVO,2022-10-21,Varios Juegos en CDE,deportivas,False,alto,2024-02-24,1700,16668
9187546,OPERATIVO,2023-02-22,Multiejercicio en CDE,deportivas,False,alto,2024-02-28,3700,9187543
9187539,OPERATIVO,2023-02-20,Multiejercicio en CDE,deportivas,False,alto,Ausente,2100,9187536
9187104,OPERATIVO,2023-02-13,Multiejercicio en CDE,deportivas,False,bajo,2024-10-03,500,9187084
9187097,OPERATIVO,2023-02-13,Barras paralelas en CDE,deportivas,False,alto,2024-08-22,400,9187084
9187091,OPERATIVO,2023-02-13,Multiejercicio en CDE,deportivas,False,medio,2024-04-16,300,9187084
9187072,OPERATIVO,2022-12-01,Varios Juegos en CDE,deportivas,False,bajo,2024-08-11,1400,52109
9187069,OPERATIVO,2022-12-01,Varios Juegos en CDE,deportivas,False,alto,2023-11-05,4400,17414
9187059,OPERATIVO,2022-01-12,Varios Juegos en CDE,deportivas,False,alto,2024-03-02,2800,17414
9186824,OPERATIVO,2023-02-13,Varios Juegos en CDE,deportivas,True,bajo,2023-11-27,1200,17383
9186783,OPERATIVO,2023-02-13,Varios Juegos en CDE,deportivas,True,alto,2023-11-23,3200,17383
9182210,OPERATIVO,2023-02-09,Vallas de salto en CDE,deportivas,False,alto,Ausente,600,9181989
9182189,OPERATIVO,2023-09-02,Varios Juegos en CDE,deportivas,False,medio,2024-04-27,1700,9181989
9182177,OPERATIVO,2023-02-09,Varios Juegos en CDE,deportivas,False,medio,2024-06-29,700,9181989
9180744,OPERATIVO,2023-01-05,Varios Juegos en CDE,deportivas,True,medio,2023-12-09,100,9180738
9180743,OPERATIVO,2023-05-01,Varios Juegos en CDE,deportivas,True,bajo,Ausente,1100,9180738
9179387,OPERATIVO,2023-01-05,Barra defFlexiones en CDE,deportivas,True,medio,Ausente,2200,9179375
9179380,OPERATIVO,2023-05-01,Barra de estiramientos en CDE,deportivas,True,bajo,2024-05-24,800,9179375
9179377,OPERATIVO,2023-01-05,Barras paralelas en CDE,deportivas,True,medio,2024-09-08,300,9179375
9177992,OPERATIVO,2023-04-30,Banco de abdominales en CDE,deportivas,True,medio,2024-04-23,2400,9177985
9177988,OPERATIVO,2021-05-31,Barras paralelas en CDE,deportivas,True,bajo,2024-08-16,100,9177985
9177336,OPERATIVO,2021-05-13,Varios Juegos en CDE,deportivas,False,bajo,2024-01-07,400,7928004
9176869,OPERATIVO,2021-04-30,Barras paralelas en CDE,deportivas,False,medio,Ausente,2200,52108
9176868,OPERATIVO,2021-04-30,Escalera Horizontal en CDE,deportivas,False,medio,Ausente,2000,52108
9176866,OPERATIVO,2021-04-30,Banco de abdominales en CDE,deportivas,False,medio,2024-09-08,300,5056315
9176865,OPERATIVO,2021-04-30,Barra defFlexiones en CDE,deportivas,False,alto,2024-01-05,2100,52108
9176697,OPERATIVO,2022-08-02,Escalera Horizontal en CDE,deportivas,False,bajo,2024-01-27,900,9046339
9176692,OPERATIVO,2022-08-02,Varios Juegos en CDE,deportivas,False,medio,2024-09-20,1400,9046339
9176687,OPERATIVO,2022-08-02,Banco de abdominales en CDE,deportivas,False,alto,Ausente,2400,9046339
9176685,OPERATIVO,2022-08-02,Banco de abdominales en CDE,deportivas,False,alto,Ausente,4500,9046339
9176513,OPERATIVO,2022-10-13,Varios Juegos en CDE,deportivas,False,medio,Ausente,1400,4985689
9176510,OPERATIVO,2022-10-13,Varios Juegos en CDE,deportivas,False,alto,2024-04-08,2900,4985689
9176455,OPERATIVO,2022-11-30,Varios Juegos en CDE,deportivas,True,medio,2023-10-29,2900,16906
9176454,OPERATIVO,2022-11-30,Varios Juegos en CDE,deportivas,True,bajo,Ausente,900,16906
9176406,OPERATIVO,2022-11-30,Varios Juegos en CDE,deportivas,True,bajo,2024-06-24,500,16906
9160068,OPERATIVO,2023-01-02,Varios Juegos en CDE,deportivas,Desconocido,bajo,Ausente,1100,9160067
9159119,OPERATIVO,2003-01-01,Varios Juegos en CDE,deportivas,Desconocido,medio,2024-01-22,1900,18195
9159041,OPERATIVO,2004-01-01,Varios Juegos en CDE,deportivas,True,medio,2024-08-10,1600,18067
9159036,OPERATIVO,2004-01-01,Varios Juegos en CDE,deportivas,True,alto,2024-06-11,3700,18067
9159015,OPERATIVO,2004-01-01,Varios Juegos en CDE,deportivas,True,alto,2024-08-06,2500,18067
9159007,OPERATIVO,2023-01-13,Varios Juegos en CDE,deportivas,False,bajo,Ausente,1100,17950
9158891,OPERATIVO,2004-01-01,Varios Juegos en CDE,deportivas,False,alto,2024-08-06,2500,17982
9158859,OPERATIVO,2004-01-01,Varios Juegos en CDE,deportivas,False,medio,2024-07-19,1500,17982
9158808,OPERATIVO,2004-01-01,Varios Juegos en CDE,deportivas,False,bajo,2024-08-09,0,17982
9158802,OPERATIVO,2003-01-01,Varios Juegos en CDE,deportivas,False,bajo,2024-03-06,100,17982
9149717,OPERATIVO,2013-08-01,Barras paralelas en CDE,deportivas,False,medio,2024-09-30,2100,52131
9149559,OPERATIVO,2013-08-01,Varios Juegos en CDE,deportivas,False,medio,2024-02-10,1800,52131
9149508,OPERATIVO,2013-01-08,Escalera Horizontal en CDE,deportivas,False,bajo,Ausente,900,52131
9149495,OPERATIVO,2013-08-01,Barra de estiramientos en CDE,deportivas,False,bajo,2024-08-15,700,52131
9149479,OPERATIVO,2013-01-08,Banco de abdominales en CDE,deportivas,False,bajo,Ausente,1000,52131
9059217,OPERATIVO,2004-09-13,Varios Juegos en CDE,deportivas,True,medio,2023-12-25,2900,16837
9059216,OPERATIVO,2022-09-21,Varios Juegos en CDE,deportivas,True,medio,2023-12-13,1300,16837
9059211,OPERATIVO,2004-09-13,Varios Juegos en CDE,deportivas,True,bajo,2024-05-29,800,16837
9054166,OPERATIVO,2007-05-17,Varios Juegos en CDE,deportivas,True,medio,Ausente,2600,17672
9054160,OPERATIVO,2022-11-11,Varios Juegos en CDE,deportivas,True,medio,2024-07-05,2500,17672
9052589,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,bajo,2024-02-13,400,9049658
9052588,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,alto,2023-12-23,4200,9049658
9052585,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,medio,2024-08-26,300,9049658
9052577,OPERATIVO,2022-11-22,Banco de abdominales en CDE,deportivas,False,bajo,2024-10-01,500,9049658
9052572,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,bajo,Ausente,1400,9049658
9052568,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,alto,2024-06-10,1800,9049654
9052565,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,bajo,Ausente,1500,9049654
9052564,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,medio,2024-04-02,2500,9049654
9052557,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,alto,2024-03-22,1300,9049654
9052226,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,alto,Ausente,3000,9049654
9052203,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,bajo,Ausente,400,9049653
9052184,OPERATIVO,2022-11-22,Varios Juegos en CDE,deportivas,False,bajo,2024-06-24,700,9049653
9052179,OPERATIVO,2022-01-22,Varios Juegos en CDE,deportivas,False,medio,2024-07-18,200,9049652
9052178,OPERATIVO,2022-01-22,Varios Juegos en CDE,deportivas,False,bajo,2024-09-18,600,9049652
9052177,OPERATIVO,2022-01-22,Varios Juegos en CDE,deportivas,False,bajo,2024-09-16,1300,9049652
9052173,OPERATIVO,2022-01-22,Varios Juegos en CDE,deportivas,False,bajo,2024-06-18,1200,9049652
9052169,OPERATIVO,2022-01-22,Varios Juegos en CDE,deportivas,False,medio,2024-04-22,1700,9049652
9051981,OPERATIVO,2022-08-01,Banco de abdominales en CDE,deportivas,Desconocido,alto,Ausente,3300,9049643
9051957,OPERATIVO,2022-08-01,Barras paralelas en CDE,deportivas,Desconocido,bajo,2024-04-07,900,9049643
9050818,OPERATIVO,2022-11-23,Varios Juegos en CDE,deportivas,False,bajo,Ausente,500,18563
9050802,OPERATIVO,2022-11-23,Escalera Horizontal en CDE,deportivas,False,medio,Ausente,1600,18563
9050672,OPERATIVO,2022-07-22,Varios Juegos en CDE,deportivas,False,medio,Ausente,1800,9046724
9050594,OPERATIVO,2022-10-05,Varios Juegos en CDE,deportivas,True,medio,2024-07-17,400,9046352
9050586,OPERATIVO,2022-10-31,Barra defFlexiones en CDE,deportivas,True,bajo,2024-05-30,0,9046351
9050479,OPERATIVO,2022-10-31,Barras paralelas en CDE,deportivas,True,medio,Ausente,1400,9046351
9050412,OPERATIVO,2022-10-31,Banco de abdominales en CDE,deportivas,True,medio,Ausente,400,9046351
9050411,OPERATIVO,2022-10-31,Banco de abdominales en CDE,deportivas,False,medio,2023-12-13,2300,9046350
9050402,OPERATIVO,2022-10-31,Varios Juegos en CDE,deportivas,False,medio,2024-08-08,2000,9046350
9050401,OPERATIVO,2022-10-31,Varios Juegos en CDE,deportivas,False,medio,Ausente,2400,9046350
9050331,OPERATIVO,2022-10-31,Varios Juegos en CDE,deportivas,False,medio,2024-08-15,200,9046350
9041506,OPERATIVO,2022-10-13,Varios Juegos en CDE,deportivas,False,bajo,Ausente,300,17671
9041505,OPERATIVO,2007-05-11,Varios Juegos en CDE,deportivas,False,medio,2024-06-01,2600,17671
9041504,OPERATIVO,2022-10-13,Varios Juegos en CDE,deportivas,False,medio,2024-04-10,2100,17671
8987411,OPERATIVO,2022-03-29,Barra defFlexiones en CDE,deportivas,False,bajo,2024-06-18,1100,8909081
8987410,OPERATIVO,2022-03-29,Varios Juegos en CDE,deportivas,False,alto,Ausente,4200,8909081
8987409,OPERATIVO,2022-03-29,Banco de abdominales en CDE,deportivas,False,medio,2024-08-10,300,8909081
8987404,OPERATIVO,2022-03-29,Varios Juegos en CDE,deportivas,False,medio,Ausente,3000,8909081
8978507,OPERATIVO,2022-06-24,Barra defFlexiones en CDE,deportivas,True,bajo,2024-06-10,500,8909095
8978505,OPERATIVO,2022-06-24,Barras paralelas en CDE,deportivas,True,bajo,2024-07-24,300,8909095
8978504,OPERATIVO,2022-06-24,Barra de estiramientos en CDE,deportivas,True,bajo,Ausente,400,8909095
8978411,OPERATIVO,2021-11-18,Varios Juegos en CDE,deportivas,True,medio,Ausente,200,18597
8978410,OPERATIVO,2021-11-18,Varios Juegos en CDE,deportivas,True,alto,2023-12-30,4100,18597
8978408,OPERATIVO,2021-11-18,Varios Juegos en CDE,deportivas,True,alto,Ausente,1800,18597
8977914,OPERATIVO,2022-07-22,Barra de equilibrio en CDE,deportivas,True,alto,2024-10-08,2200,8909088
8977870,OPERATIVO,2022-07-22,Barra de equilibrio en CDE,deportivas,True,bajo,2024-12-09,700,8909088
8977619,OPERATIVO,2022-07-22,Barra defFlexiones en CDE,deportivas,True,medio,2024-06-01,2900,8909088
8977403,OPERATIVO,2022-07-22,Varios Juegos en CDE,deportivas,False,bajo,Ausente,300,8909085
8977369,OPERATIVO,2022-03-30,Banco de abdominales en CDE,deportivas,True,bajo,Ausente,200,8907324
8977330,OPERATIVO,2022-03-30,Escalera Horizontal en CDE,deportivas,True,alto,Ausente,2700,8907324
8977329,OPERATIVO,2022-03-30,Barras paralelas en CDE,deportivas,True,medio,2023-11-09,900,8907324
8977327,OPERATIVO,2022-03-30,Barra de equilibrio en CDE,deportivas,True,bajo,Ausente,100,8907324
8976526,OPERATIVO,2022-04-30,Varios Juegos en CDE,deportivas,True,medio,2024-03-25,1700,18607
8976384,OPERATIVO,2022-10-27,Varios Juegos en CDE,deportivas,False,alto,2024-07-25,2200,7840483
8976383,OPERATIVO,2021-10-27,Varios Juegos en CDE,deportivas,False,medio,2024-02-23,1100,7840483
8976381,OPERATIVO,2021-10-27,Varios Juegos en CDE,deportivas,False,alto,2023-12-16,500,7840483
8976379,OPERATIVO,2022-04-05,Varios Juegos en CDE,deportivas,True,bajo,2024-02-21,200,18340
8976376,OPERATIVO,2022-04-05,Varios Juegos en CDE,deportivas,True,bajo,2024-01-23,1200,18340
